Datetime,MCP
"2023-01-06 03:45:00",2691.35
"2023-01-06 04:00:00",2800.54
"2023-01-06 04:15:00",3710.15
"2023-01-06 04:30:00",3680.65
"2023-01-06 04:45:00",3659.77
"2023-01-06 05:00:00",3570.49
"2023-01-06 05:15:00",4300.14
"2023-01-06 05:30:00",4774.72
"2023-01-06 05:45:00",4860.11
"2023-01-06 06:00:00",4260.98
"2023-01-06 06:15:00",5000.76
"2023-01-06 06:30:00",5999.04
"2023-01-06 06:45:00",7000.97
"2023-01-06 07:00:00",9000.44
"2023-01-06 07:15:00",12000
"2023-01-06 07:30:00",12000
"2023-01-06 07:45:00",12000
"2023-01-06 08:00:00",12000
"2023-01-06 08:15:00",12000
"2023-01-06 08:30:00",12000
"2023-01-06 08:45:00",12000
"2023-01-06 09:00:00",12000
"2023-01-06 09:15:00",12000
"2023-01-06 09:30:00",12000
"2023-01-06 09:45:00",12000
"2023-01-06 10:00:00",12000
"2023-01-06 10:15:00",12000
"2023-01-06 10:30:00",12000
"2023-01-06 10:45:00",12000
"2023-01-06 11:00:00",12000
"2023-01-06 11:15:00",12000
"2023-01-06 11:30:00",12000
"2023-01-06 11:45:00",12000
"2023-01-06 12:00:00",12000
"2023-01-06 12:15:00",12000
"2023-01-06 12:30:00",12000
"2023-01-06 12:45:00",12000
"2023-01-06 13:00:00",12000
"2023-01-06 13:15:00",12000
"2023-01-06 13:30:00",12000
"2023-01-06 13:45:00",12000
"2023-01-06 14:00:00",12000
"2023-01-06 14:15:00",12000
"2023-01-06 14:30:00",12000
"2023-01-06 14:45:00",12000
"2023-01-06 15:00:00",12000
"2023-01-06 15:15:00",12000
"2023-01-06 15:30:00",12000
"2023-01-06 15:45:00",12000
"2023-01-06 16:00:00",12000
"2023-01-06 16:15:00",12000
"2023-01-06 16:30:00",12000
"2023-01-06 16:45:00",12000
"2023-01-06 17:00:00",12000
"2023-01-06 17:15:00",12000
"2023-01-06 17:30:00",12000
"2023-01-06 17:45:00",12000
"2023-01-06 18:00:00",12000
"2023-01-06 18:15:00",12000
"2023-01-06 18:30:00",12000
"2023-01-06 18:45:00",12000
"2023-01-06 19:00:00",12000
"2023-01-06 19:15:00",12000
"2023-01-06 19:30:00",12000
"2023-01-06 19:45:00",12000
"2023-01-06 20:00:00",12000
"2023-01-06 20:15:00",12000
"2023-01-06 20:30:00",12000
"2023-01-06 20:45:00",12000
"2023-01-06 21:00:00",5000.53
"2023-01-06 21:15:00",5000.54
"2023-01-06 21:30:00",4300.17
"2023-01-06 21:45:00",3999.75
"2023-01-06 22:00:00",4100.02
"2023-01-06 22:15:00",5499.34
"2023-01-06 22:30:00",4537.31
"2023-01-06 22:45:00",3757.16
"2023-01-06 23:00:00",3736.68
"2023-01-06 23:15:00",3736.97
"2023-01-06 23:30:00",3680.22
"2023-01-06 23:45:00",3680
"2023-01-07 00:00:00",3499.31
"2023-01-07 00:15:00",3053.33
"2023-01-07 00:30:00",2891.94
"2023-01-07 00:45:00",2891.84
"2023-01-07 01:00:00",2891.07
"2023-01-07 01:15:00",2720.04
"2023-01-07 01:30:00",2768.85
"2023-01-07 01:45:00",2850.06
"2023-01-07 02:00:00",2850.9
"2023-01-07 02:15:00",2850.55
"2023-01-07 02:30:00",2768.71
"2023-01-07 02:45:00",2768.94
"2023-01-07 03:00:00",2768.37
"2023-01-07 03:15:00",2768.5
"2023-01-07 03:30:00",3000.34
"2023-01-07 03:45:00",3000.71
"2023-01-07 04:00:00",3499.15
"2023-01-07 04:15:00",4000.18
"2023-01-07 04:30:00",3237.82
"2023-01-07 04:45:00",3040.96
"2023-01-07 05:00:00",3570.88
"2023-01-07 05:15:00",4260.7
"2023-01-07 05:30:00",3900.69
"2023-01-07 05:45:00",3989.26
"2023-01-07 06:00:00",4945.63
"2023-01-07 06:15:00",6000.79
"2023-01-07 06:30:00",8000.18
"2023-01-07 06:45:00",8999.04
"2023-01-07 07:00:00",7999.38
"2023-01-07 07:15:00",9000.13
"2023-01-07 07:30:00",12000
"2023-01-07 07:45:00",12000
"2023-01-07 08:00:00",12000
"2023-01-07 08:15:00",12000
"2023-01-07 08:30:00",12000
"2023-01-07 08:45:00",12000
"2023-01-07 09:00:00",12000
"2023-01-07 09:15:00",12000
"2023-01-07 09:30:00",12000
"2023-01-07 09:45:00",12000
"2023-01-07 10:00:00",12000
"2023-01-07 10:15:00",12000
"2023-01-07 10:30:00",12000
"2023-01-07 10:45:00",12000
"2023-01-07 11:00:00",12000
"2023-01-07 11:15:00",12000
"2023-01-07 11:30:00",12000
"2023-01-07 11:45:00",12000
"2023-01-07 12:00:00",12000
"2023-01-07 12:15:00",12000
"2023-01-07 12:30:00",10000.53
"2023-01-07 12:45:00",10000.34
"2023-01-07 13:00:00",5540.68
"2023-01-07 13:15:00",5165.87
"2023-01-07 13:30:00",5222.9
"2023-01-07 13:45:00",5222.05
"2023-01-07 14:00:00",5571.63
"2023-01-07 14:15:00",6500.59
"2023-01-07 14:30:00",6750.12
"2023-01-07 14:45:00",6500.84
"2023-01-07 15:00:00",7000.55
"2023-01-07 15:15:00",7400.59
"2023-01-07 15:30:00",8000.82
"2023-01-07 15:45:00",8650.71
"2023-01-07 16:00:00",10000.48
"2023-01-07 16:15:00",10020.68
"2023-01-07 16:30:00",11982.22
"2023-01-07 16:45:00",11999.84
"2023-01-07 17:00:00",12000
"2023-01-07 17:15:00",12000
"2023-01-07 17:30:00",12000
"2023-01-07 17:45:00",12000
"2023-01-07 18:00:00",12000
"2023-01-07 18:15:00",12000
"2023-01-07 18:30:00",12000
"2023-01-07 18:45:00",12000
"2023-01-07 19:00:00",12000
"2023-01-07 19:15:00",12000
"2023-01-07 19:30:00",12000
"2023-01-07 19:45:00",12000
"2023-01-07 20:00:00",12000
"2023-01-07 20:15:00",12000
"2023-01-07 20:30:00",12000
"2023-01-07 20:45:00",7400.7
"2023-01-07 21:00:00",5571.47
"2023-01-07 21:15:00",5000.75
"2023-01-07 21:30:00",4850.58
"2023-01-07 21:45:00",4500.99
"2023-01-07 22:00:00",4100.81
"2023-01-07 22:15:00",4140
"2023-01-07 22:30:00",3761.88
"2023-01-07 22:45:00",4200.29
"2023-01-07 23:00:00",3639.76
"2023-01-07 23:15:00",3501.62
"2023-01-07 23:30:00",2999.99
"2023-01-07 23:45:00",3001.75
"2023-01-08 00:00:00",2939.01
"2023-01-08 00:15:00",2880.89
"2023-01-08 00:30:00",2486.14
"2023-01-08 00:45:00",1710.73
"2023-01-08 01:00:00",1670.64
"2023-01-08 01:15:00",1590.41
"2023-01-08 01:30:00",2650.6
"2023-01-08 01:45:00",2600.64
"2023-01-08 02:00:00",2768
"2023-01-08 02:15:00",2768.43
"2023-01-08 02:30:00",2768.68
"2023-01-08 02:45:00",2768.64
"2023-01-08 03:00:00",2768.48
"2023-01-08 03:15:00",2768.3
"2023-01-08 03:30:00",2768.57
"2023-01-08 03:45:00",3419.56
"2023-01-08 04:00:00",3040.94
"2023-01-08 04:15:00",3510.96
"2023-01-08 04:30:00",4000.96
"2023-01-08 04:45:00",4593.48
"2023-01-08 05:00:00",5500.06
"2023-01-08 05:15:00",6000.18
"2023-01-08 05:30:00",6459.23
"2023-01-08 05:45:00",7549.52
"2023-01-08 06:00:00",4945.73
"2023-01-08 06:15:00",5000.97
"2023-01-08 06:30:00",5000.5
"2023-01-08 06:45:00",5540.37
"2023-01-08 07:00:00",3574.71
"2023-01-08 07:15:00",3588.23
"2023-01-08 07:30:00",4500.43
"2023-01-08 07:45:00",5250.63
"2023-01-08 08:00:00",5800.55
"2023-01-08 08:15:00",6999.86
"2023-01-08 08:30:00",8000.19
"2023-01-08 08:45:00",8519.8
"2023-01-08 09:00:00",10000.44
"2023-01-08 09:15:00",10000.67
"2023-01-08 09:30:00",10000.1
"2023-01-08 09:45:00",9000.85
"2023-01-08 10:00:00",8500.25
"2023-01-08 10:15:00",8500.36
"2023-01-08 10:30:00",8000.18
"2023-01-08 10:45:00",8000.38
"2023-01-08 11:00:00",6000.51
"2023-01-08 11:15:00",5889.03
"2023-01-08 11:30:00",5026.8
"2023-01-08 11:45:00",5000.86
"2023-01-08 12:00:00",4915.8
"2023-01-08 12:15:00",5379.11
"2023-01-08 12:30:00",6000.58
"2023-01-08 12:45:00",5571.86
"2023-01-08 13:00:00",6120.49
"2023-01-08 13:15:00",6120.43
"2023-01-08 13:30:00",5571.3
"2023-01-08 13:45:00",5200.92
"2023-01-08 14:00:00",5240.89
"2023-01-08 14:15:00",5379.71
"2023-01-08 14:30:00",6000.26
"2023-01-08 14:45:00",6044.59
"2023-01-08 15:00:00",6044.43
"2023-01-08 15:15:00",6149.51
"2023-01-08 15:30:00",6120.1
"2023-01-08 15:45:00",8000.42
"2023-01-08 16:00:00",5529.42
"2023-01-08 16:15:00",5529.95
"2023-01-08 16:30:00",6149.69
"2023-01-08 16:45:00",6999.7
"2023-01-08 17:00:00",6989.56
"2023-01-08 17:15:00",6680.56
"2023-01-08 17:30:00",6131.59
"2023-01-08 17:45:00",6500.05
"2023-01-08 18:00:00",6999.37
"2023-01-08 18:15:00",7937.32
"2023-01-08 18:30:00",7000.21
"2023-01-08 18:45:00",6500.79
"2023-01-08 19:00:00",12000
"2023-01-08 19:15:00",12000
"2023-01-08 19:30:00",12000
"2023-01-08 19:45:00",10000.8
"2023-01-08 20:00:00",6272.81
"2023-01-08 20:15:00",5678.97
"2023-01-08 20:30:00",6272.73
"2023-01-08 20:45:00",5540.29
"2023-01-08 21:00:00",5400.59
"2023-01-08 21:15:00",4750.75
"2023-01-08 21:30:00",4396.55
"2023-01-08 21:45:00",3969.6
"2023-01-08 22:00:00",4330.63
"2023-01-08 22:15:00",5100.9
"2023-01-08 22:30:00",4900.93
"2023-01-08 22:45:00",4000.15
"2023-01-08 23:00:00",4000.19
"2023-01-08 23:15:00",4000.89
"2023-01-08 23:30:00",3640.73
"2023-01-08 23:45:00",3339.82
"2023-01-09 00:00:00",3000.35
"2023-01-09 00:15:00",2939.14
"2023-01-09 00:30:00",4010.58
"2023-01-09 00:45:00",3720.32
"2023-01-09 01:00:00",2998.4
"2023-01-09 01:15:00",2866.48
"2023-01-09 01:30:00",2850.62
"2023-01-09 01:45:00",2850.73
"2023-01-09 02:00:00",2850.83
"2023-01-09 02:15:00",2850.07
"2023-01-09 02:30:00",2768.88
"2023-01-09 02:45:00",2768.9
"2023-01-09 03:00:00",2768.14
"2023-01-09 03:15:00",2768.19
"2023-01-09 03:30:00",2768.23
"2023-01-09 03:45:00",2701
"2023-01-09 04:00:00",2850.54
"2023-01-09 04:15:00",4100.53
"2023-01-09 04:30:00",3757.48
"2023-01-09 04:45:00",2850.87
"2023-01-09 05:00:00",3644.21
"2023-01-09 05:15:00",3510.55
"2023-01-09 05:30:00",2995.74
"2023-01-09 05:45:00",2859.66
"2023-01-09 06:00:00",3680.55
"2023-01-09 06:15:00",4302.59
"2023-01-09 06:30:00",5800.36
"2023-01-09 06:45:00",6272.93
"2023-01-09 07:00:00",4200.01
"2023-01-09 07:15:00",5580.24
"2023-01-09 07:30:00",8248.12
"2023-01-09 07:45:00",8275.48
"2023-01-09 08:00:00",7000.38
"2023-01-09 08:15:00",9000.7
"2023-01-09 08:30:00",12000
"2023-01-09 08:45:00",12000
"2023-01-09 09:00:00",12000
"2023-01-09 09:15:00",12000
"2023-01-09 09:30:00",12000
"2023-01-09 09:45:00",12000
"2023-01-09 10:00:00",12000
"2023-01-09 10:15:00",12000
"2023-01-09 10:30:00",12000
"2023-01-09 10:45:00",12000
"2023-01-09 11:00:00",11086.22
"2023-01-09 11:15:00",10000.53
"2023-01-09 11:30:00",8000.84
"2023-01-09 11:45:00",8000.97
"2023-01-09 12:00:00",8500.48
"2023-01-09 12:15:00",8000.58
"2023-01-09 12:30:00",8863.55
"2023-01-09 12:45:00",8000.03
"2023-01-09 13:00:00",7789.87
"2023-01-09 13:15:00",6989.19
"2023-01-09 13:30:00",7999.5
"2023-01-09 13:45:00",5999.83
"2023-01-09 14:00:00",6999.3
"2023-01-09 14:15:00",8000.06
"2023-01-09 14:30:00",8863.64
"2023-01-09 14:45:00",9000.18
"2023-01-09 15:00:00",8863.99
"2023-01-09 15:15:00",10000.4
"2023-01-09 15:30:00",12000
"2023-01-09 15:45:00",12000
"2023-01-09 16:00:00",12000
"2023-01-09 16:15:00",12000
"2023-01-09 16:30:00",12000
"2023-01-09 16:45:00",12000
"2023-01-09 17:00:00",12000
"2023-01-09 17:15:00",12000
"2023-01-09 17:30:00",12000
"2023-01-09 17:45:00",12000
"2023-01-09 18:00:00",12000
"2023-01-09 18:15:00",12000
"2023-01-09 18:30:00",12000
"2023-01-09 18:45:00",12000
"2023-01-09 19:00:00",12000
"2023-01-09 19:15:00",12000
"2023-01-09 19:30:00",12000
"2023-01-09 19:45:00",12000
"2023-01-09 20:00:00",12000
"2023-01-09 20:15:00",12000
"2023-01-09 20:30:00",12000
"2023-01-09 20:45:00",12000
"2023-01-09 21:00:00",12000
"2023-01-09 21:15:00",12000
"2023-01-09 21:30:00",6272.45
"2023-01-09 21:45:00",5999.35
"2023-01-09 22:00:00",5999.16
"2023-01-09 22:15:00",5100.05
"2023-01-09 22:30:00",5999.6
"2023-01-09 22:45:00",4500.61
"2023-01-09 23:00:00",5530.86
"2023-01-09 23:15:00",5499.92
"2023-01-09 23:30:00",4593.63
"2023-01-09 23:45:00",4500.85
"2023-01-10 00:00:00",4945.41
"2023-01-10 00:15:00",4945.36
"2023-01-10 00:30:00",3969.76
"2023-01-10 00:45:00",3969.16
"2023-01-10 01:00:00",3891.28
"2023-01-10 01:15:00",3680.4
"2023-01-10 01:30:00",3053.88
"2023-01-10 01:45:00",3000.96
"2023-01-10 02:00:00",3499.7
"2023-01-10 02:15:00",4000.31
"2023-01-10 02:30:00",2939.48
"2023-01-10 02:45:00",2891.93
"2023-01-10 03:00:00",2939.07
"2023-01-10 03:15:00",2881.83
"2023-01-10 03:30:00",2850.55
"2023-01-10 03:45:00",2891.08
"2023-01-10 04:00:00",2891.27
"2023-01-10 04:15:00",3396.84
"2023-01-10 04:30:00",3680.97
"2023-01-10 04:45:00",3736.63
"2023-01-10 05:00:00",4537.06
"2023-01-10 05:15:00",5000.24
"2023-01-10 05:30:00",6500.96
"2023-01-10 05:45:00",8000.06
"2023-01-10 06:00:00",12000
"2023-01-10 06:15:00",12000
"2023-01-10 06:30:00",12000
"2023-01-10 06:45:00",12000
"2023-01-10 07:00:00",12000
"2023-01-10 07:15:00",12000
"2023-01-10 07:30:00",12000
"2023-01-10 07:45:00",12000
"2023-01-10 08:00:00",12000
"2023-01-10 08:15:00",12000
"2023-01-10 08:30:00",12000
"2023-01-10 08:45:00",12000
"2023-01-10 09:00:00",12000
"2023-01-10 09:15:00",12000
"2023-01-10 09:30:00",12000
"2023-01-10 09:45:00",12000
"2023-01-10 10:00:00",12000
"2023-01-10 10:15:00",12000
"2023-01-10 10:30:00",12000
"2023-01-10 10:45:00",12000
"2023-01-10 11:00:00",12000
"2023-01-10 11:15:00",12000
"2023-01-10 11:30:00",12000
"2023-01-10 11:45:00",12000
"2023-01-10 12:00:00",12000
"2023-01-10 12:15:00",12000
"2023-01-10 12:30:00",12000
"2023-01-10 12:45:00",11999.82
"2023-01-10 13:00:00",8863.68
"2023-01-10 13:15:00",8863.22
"2023-01-10 13:30:00",8589.65
"2023-01-10 13:45:00",7334.53
"2023-01-10 14:00:00",8863.2
"2023-01-10 14:15:00",8863.75
"2023-01-10 14:30:00",8863.23
"2023-01-10 14:45:00",8863.4
"2023-01-10 15:00:00",10000.54
"2023-01-10 15:15:00",10000.66
"2023-01-10 15:30:00",10000.49
"2023-01-10 15:45:00",11520.19
"2023-01-10 16:00:00",12000
"2023-01-10 16:15:00",12000
"2023-01-10 16:30:00",12000
"2023-01-10 16:45:00",12000
"2023-01-10 17:00:00",12000
"2023-01-10 17:15:00",12000
"2023-01-10 17:30:00",12000
"2023-01-10 17:45:00",12000
"2023-01-10 18:00:00",12000
"2023-01-10 18:15:00",12000
"2023-01-10 18:30:00",12000
"2023-01-10 18:45:00",12000
"2023-01-10 19:00:00",12000
"2023-01-10 19:15:00",12000
"2023-01-10 19:30:00",12000
"2023-01-10 19:45:00",12000
"2023-01-10 20:00:00",12000
"2023-01-10 20:15:00",12000
"2023-01-10 20:30:00",12000
"2023-01-10 20:45:00",12000
"2023-01-10 21:00:00",12000
"2023-01-10 21:15:00",12000
"2023-01-10 21:30:00",12000
"2023-01-10 21:45:00",12000
"2023-01-10 22:00:00",12000
"2023-01-10 22:15:00",10140.9
"2023-01-10 22:30:00",8863.58
"2023-01-10 22:45:00",7999.57
"2023-01-10 23:00:00",5999.47
"2023-01-10 23:15:00",5571.67
"2023-01-10 23:30:00",5999.23
"2023-01-10 23:45:00",5999.27
"2023-01-11 00:00:00",4646.49
"2023-01-11 00:15:00",4309.75
"2023-01-11 00:30:00",4395.22
"2023-01-11 00:45:00",4443.99
"2023-01-11 01:00:00",4396.83
"2023-01-11 01:15:00",4000.2
"2023-01-11 01:30:00",3680.61
"2023-01-11 01:45:00",3503.6
"2023-01-11 02:00:00",3424.8
"2023-01-11 02:15:00",3268.67
"2023-01-11 02:30:00",3547.5
"2023-01-11 02:45:00",3680.65
"2023-01-11 03:00:00",3420.34
"2023-01-11 03:15:00",3267.96
"2023-01-11 03:30:00",3475.36
"2023-01-11 03:45:00",3475.18
"2023-01-11 04:00:00",3507.92
"2023-01-11 04:15:00",3680.87
"2023-01-11 04:30:00",4100.64
"2023-01-11 04:45:00",4658.48
"2023-01-11 05:00:00",4945.9
"2023-01-11 05:15:00",4840.36
"2023-01-11 05:30:00",8000.51
"2023-01-11 05:45:00",10000.67
"2023-01-11 06:00:00",12000
"2023-01-11 06:15:00",12000
"2023-01-11 06:30:00",12000
"2023-01-11 06:45:00",12000
"2023-01-11 07:00:00",12000
"2023-01-11 07:15:00",12000
"2023-01-11 07:30:00",12000
"2023-01-11 07:45:00",12000
"2023-01-11 08:00:00",12000
"2023-01-11 08:15:00",12000
"2023-01-11 08:30:00",12000
"2023-01-11 08:45:00",12000
"2023-01-11 09:00:00",12000
"2023-01-11 09:15:00",12000
"2023-01-11 09:30:00",12000
"2023-01-11 09:45:00",12000
